Judul,Lokasi,Harga,Kamar,WC,Parkir,Luas_Tanah,Luas_Bangunan,Harga_Normalized,Kamar_Normalized,WC_Normalized,Parkir_Normalized,Luas_Tanah_Normalized,Luas_Bangunan_Normalized,Judul_Clean,Lokasi_Clean,Deskripsi_Clean,Keywords_Clean,Image_Link,Property_Link
Dijual Rumah Baru Siap Huni Lokasi Panggeran Triharjo Sleman,"Sleman, Sleman",750000000,2,1,1,128,54,0.000718618,0.010204082,0,0,0.000105833,4.53E-05,jual rumah baru siap huni lokasi panggeran triharjo sleman,sleman sleman,rumah baru siap huni dekat plores sleman jl magelang kk 14 panggeran triharjo sleman punya,rumah siap huni dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1506196/faa819f55e9f1c2074aec4300f29c3ca.jpg,https://www.rumah123.com/properti/sleman/hos18028964/
Terlariss di Kawasannya Rumah Full Furnished Dekat Pakuwon Mall,"Depok, Sleman",2.64E+11,3,3,2,120,150,0.265300789,0.020408163,0.010638298,0.034482759,9.92E-05,0.000127351,terlariss kawasan rumah full furnished dekat pakuwon mall,depok sleman,jual total 33 unit sisa 7 unit akhir rumah mewah konsep townhouse maguwoharjo,rumah full furnished dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1506196/2024-08-01-11-57-01-62e3c2f5-f9de-4b4e-88f9-0247ce7bc347.jpg,https://www.rumah123.com/properti/bantul/hos17747572/
"5 Menit Dari Mirota Godean Rumah Modern di Nogotirto, Sleman","Sleman, Yogyakarta",12000000000,3,2,1,118,80,0.012025549,0.020408163,0.005319149,0,9.75E-05,6.75E-05,5 menit mirota godean rumah modern nogotirto sleman,sleman yogyakarta,jual rumah baru siap bangun perum nogotirto sleman kode core 759 daya tarik kawasan,rumah dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1506196/6374adef1fc3988afb9cccb468feccd1.jpg,https://www.rumah123.com/properti/bantul/hos17793981/
Rumah 2 Lantai Bagus Siap Huni 5 Menit Ke Ambarrukmo Plaza,"Banguntapan, Bantul",2.02E+11,7,5,1,158,158,0.20298704,0.06122449,0.021276596,0,0.000130833,0.000134188,rumah 2 lantai bagus siap huni 5 menit ambarrukmo plaza,banguntapan bantul,jual rumah 2 lantai kondisi siap huni bagus banguntapan bantul cek yukkk kode core,rumah siap huni dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1506196/2024-02-11-03-08-26-cec61f68-d2db-486a-8002-6385d67b5b30.jpg,https://www.rumah123.com/properti/bantul/hos16336041/
Rumah Konsep Townhouse Siap Huni Dekat Resto Jejamuran,"Ngaglik, Sleman",1.95E+11,3,3,1,205,80,0.195951616,0.020408163,0.010638298,0,0.00017,6.75E-05,rumah konsep townhouse siap huni dekat resto jejamuran,ngaglik sleman,jual perum mewah palagan sleman kode core 709 daya tarik kawasan tepi jln palagan,rumah siap huni dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1506196/2024-05-02-05-17-11-533d7945-f3b8-4cc6-8ab9-2c5a39677dd1.jpg,https://www.rumah123.com/properti/bantul/hos16999886/
Rekomendasi Rumah Full Furnished di Kota Jogja Dekat Malioboro,"Kraton, Yogyakarta",35000000000,6,5,1,220,250,0.03514194,0.051020408,0.021276596,0,0.0001825,0.000212821,rekomendasi rumah full furnished kota jogja dekat malioboro,kraton yogyakarta,jual rumah siap huni kontemporer strategis panembahan kraton kota yogyakarta kode core 1032,rumah full furnished siap huni dekat tempat wisata,https://picture.rumah123.com/r123-images/720x420-crop/customer/1506196/2024-07-11-09-14-03-451843b8-6a34-4673-873b-4a2bf5cb72b3.jpg,https://www.rumah123.com/properti/sleman/hos17570747/
Rumah Bagus 2 Lantai di Kota Jogja Dekat Tugu Jogja,"Tegalrejo, Yogyakarta",35000000000,2,3,1,302,302,0.03514194,0.010204082,0.010638298,0,0.000250834,0.000257265,rumah bagus 2 lantai kota jogja dekat tugu jogja,tegalrejo yogyakarta,jual rumah second luas siap huni tegalrejo kota yogyakarta kode core 1017 daya tarik kawasan,rumah siap huni dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1506196/689622162006a869dabcaa3bf936421c.jpg,https://www.rumah123.com/properti/sleman/hos17180937/
Cari Rumah Dalam Perum di Sleman Timur Ini Jawabannya,"Kalasan, Sleman",667000000,2,1,1,100,47,0.000635198,0.010204082,0,0,8.25E-05,3.93E-05,cari rumah perum sleman timur jawab,kalas sleman,jual rumah baru siap bangun konsep minimal kalas sleman kode core 712 daya tarik kawasan,rumah dekat akses transportasi dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1739800/4b9df309c577c30f278e6c774c58ac6c.jpg,https://www.rumah123.com/properti/sleman/hos18200176/
Rumah Luas Semi Furnished di Sleman Dekat Pasar Gentan,"Ngaglik, Sleman",31000000000,7,7,2,335,191,0.031121698,0.06122449,0.031914894,0.034482759,0.000278334,0.000162393,rumah luas semi furnished sleman dekat pasar gentan,ngaglik sleman,jual rumah siap huni perum jl kaliurang km 9 sleman kode core 1013 include semi furnished,rumah full furnished siap huni dekat pusat belanja,https://picture.rumah123.com/r123-images/720x420-crop/customer/1739800/2023-07-20-15-16-27-8649783f-6520-4cfa-9ad8-ec8028e50b83.jpg,https://www.rumah123.com/properti/sleman/hos14278577/
Rumah Harga Gamasuk Akal Sangat Dibawah Pasaran Dokumen SHM Dekat Candi Prambanan Pusat Pariwisata,"Prambanan, Sleman",18000000000,4,3,1,714,185,0.018055912,0.030612245,0.010638298,0,0.000594167,0.000157265,rumah harga gamasuk akal sangat bawah pasar dokumen shm dekat candi prambanan pusat pariwisata,prambanan sleman,lokasi sangat strategis dekat candi prambanan candi candi lain dekat bagai,rumah dekat tempat ibadah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1739800/ebe3e9342a1f454a0467a253130e2e90.jpg,https://www.rumah123.com/properti/sleman/hos18195969/
Dijual Rumah di Pakem Sleman Rumah,"Pakem, Sleman",19000000000,6,5,1,906,400,0.019060972,0.051020408,0.021276596,0,0.000754167,0.000341026,jual rumah pakem sleman rumah,pakem sleman,rumah halaman luas cocok tempat tinggal atau usaha usaha kuliner atau,rumah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1739800/4bf0c116424f042645d74c37ea15beb1.png,https://www.rumah123.com/properti/sleman/hos14770764/
"Dekat Kampus Upn Polda Diy, Rumah Dalam Perumahan 2 Lantai","Seturan, Yogyakarta",15000000000,3,4,1,151,110,0.01504073,0.020408163,0.015957447,0,0.000125,9.32E-05,dekat kampus upn polda diy rumah rumah 2 lantai,tur yogyakarta,jual rumah 2 lantai rumah maguwoharjo jl raya tajem spesifikasi luas tanah 151,rumah dekat pusat belanja dekat sekolah dekat tempat wisata,https://picture.rumah123.com/r123-images/720x420-crop/customer/1739800/91b37184763ab22f5e2e6029c8d33b5a.png,https://www.rumah123.com/properti/sleman/hos13219948/
Dalam Perumahan Rumah 2 Lantai Jalan Raya Tajem Maguwoharjo,"Ngemplak, Sleman",15000000000,3,4,1,151,110,0.01504073,0.020408163,0.015957447,0,0.000125,9.32E-05,rumah rumah 2 lantai jalan raya tajem maguwoharjo,ngemplak sleman,jual rumah 2 lantai rumah maguwoharjo jl raya tajem spesifikasi luas tanah 151,rumah dekat pusat belanja dekat sekolah dekat tempat wisata,https://picture.rumah123.com/r123-images/720x420-crop/customer/1739800/634e6862d170d6565a08beb24996b8e1.png,https://www.rumah123.com/properti/sleman/hos18298119/
Rumah Bagus Sertifikat Hak Milik Cluster Perwita Asri Yogyakarta,"Sleman, Yogyakarta",59000000000,4,4,2,456,650,0.059263391,0.030612245,0.015957447,0.034482759,0.000379167,0.000554701,rumah bagus sertifikat hak milik cluster perwita asri yogyakarta,sleman yogyakarta,rumah 2 lantai bagus full furnished sertifikat hak milik cluster perwita asri yogyakarta yogyakarta,rumah full furnished dekat akses transportasi dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1739800/b009dcda16af98a2de586dcbea09e957.png,https://www.rumah123.com/properti/sleman/hos18210606/
Rumah Siap Huni Dekat Rs Respira Bantul Kota di Jl Samas Pandak Bantul,"Pandak, Bantul",365000000,2,1,1,81,45,0.00033167,0.010204082,0,0,6.67E-05,3.76E-05,rumah siap huni dekat rs respira bantul kota jl samas pandak bantul,pandak bantul,rumah siap huni dekat rs respira bantul kota jl samas pandak bantul alamat jomboran gilangharjo,rumah siap huni dekat akses transportasi dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1739800/8b0b3b57f80a0ec90b27e1d61aabe964.jpg,https://www.rumah123.com/properti/sleman/hos18438781/
Rumah Dekat Rs Uii Pandak di Jl Srandakan Pandak Bantul Siap Bangun,"Pandak, Bantul",365000000,2,1,1,100,45,0.00033167,0.010204082,0,0,8.25E-05,3.76E-05,rumah dekat rs uii pandak jl srandakan pandak bantul siap bangun,pandak bantul,rumah dekat rs uii pandak jl srandakan pandak bantul siap bangun lokasi dalem gilangharjo,rumah dekat akses transportasi dekat sekolah dekat fasilitas sehat,https://picture.rumah123.com/r123-images/720x420-crop/customer/1739800/8672fb770a231f871a909cd9304dc63d.png,https://www.rumah123.com/properti/yogyakarta/hos18199934/
Rumah Mewah 2 Lantai di Condongcatur Dekat Pakuwon Mall,"Depok, Sleman",4000000000,3,3,1,218,286,0.003985065,0.020408163,0.010638298,0,0.000180833,0.00024359,rumah mewah 2 lantai condongcatur dekat pakuwon mall,depok sleman,rumah mewah 2 lantai fully furnished lokasi strategis tengah kota deskripsi properti rumah,rumah full furnished dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1739800/0f338454cd91a3aba7de462497f26b57.jpg,https://www.rumah123.com/properti/yogyakarta/hos18200159/
Rumah Mewah 2 Lantai di Perumahan Royal Sedayu Residence,"Sedayu, Bantul",14000000000,3,2,2,135,105,0.01403567,0.020408163,0.005319149,0.034482759,0.000111667,8.89E-05,rumah mewah 2 lantai rumah royal dayu residence,dayu bantul,rumah impi 2 lantai rumah mewah aman 24 jam temu huni nyaman aman,rumah dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1739800/4f4335098dc9d75c02c78c85b2e38c9f.png,https://www.rumah123.com/properti/sleman/hos18551794/
Dijual Rumah 2 Lantai Di Perumahan The Paradise Utara Monjali,"Mlati, Sleman",1.21E+11,3,2,1,95,105,0.121577141,0.020408163,0.005319149,0,7.83E-05,8.89E-05,jual rumah 2 lantai rumah the paradise utara monjali,mlati sleman,jual rumah perum paradise palagan dekat hotel hayatt alana hotel dekat manna swalayan dekat,rumah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1739800/153a3dc1d143abf2d2a333c9b1e6391e.jpg,https://www.rumah123.com/properti/sleman/hos18438914/
Villa Eksklusif Murah Furnished Dekat Kampus Ugm,"Depok, Sleman",201000000,1,1,1,20,28,0.00016684,0,0,0,1.58E-05,2.31E-05,villa eksklusif murah furnished dekat kampus ugm,depok sleman,huni mezzanine cocok jadi huni atau sewa kost eksklusive luas bangun,rumah full furnished dekat sekolah dekat fasilitas sehat,https://picture.rumah123.com/r123-images/720x420-crop/customer/1739800/8c6bd8e7a117dd754e3b2e15364e61a2.jpg,https://www.rumah123.com/properti/sleman/hos18556823/
Villa Private Pool Siap Huni di Pusat Kota Jogja,"Maguwoharjo, Yogyakarta",369000000,1,1,1,37,40,0.00033569,0,0,0,3.00E-05,3.33E-05,villa private pool siap huni pusat kota jogja,maguwoharjo yogyakarta,villa pool yogyakarta hadir suasana baru eksotis ada area sangat strategis,rumah full furnished siap huni dekat akses transportasi,https://picture.rumah123.com/r123-images/720x420-crop/customer/1739800/90284117cb1c2264560be6acc61f4d1f.png,https://www.rumah123.com/properti/yogyakarta/hos18183348/
Rumah Mezzanine di Dekat Stadion Maguwoharjo Sleman,"Maguwoharjo, Yogyakarta",205000000,1,1,1,20,28,0.00017086,0,0,0,1.58E-05,2.31E-05,rumah mezzanine dekat stadion maguwoharjo sleman,maguwoharjo yogyakarta,huni mezzanine cocok jadi huni atau sewa kost eksklusive luas bangun,rumah dekat sekolah dekat fasilitas sehat dekat tempat wisata,https://picture.rumah123.com/r123-images/720x420-crop/customer/1739800/9a3e26e1675e7c78ca19da97e8b7e884.png,https://www.rumah123.com/properti/sleman/hos18200392/
Villa di Tengah Kota Jogja Dengan Fasilitas Private Pool,"Maguwoharjo, Yogyakarta",358000000,1,1,1,39,35,0.000324635,0,0,0,3.17E-05,2.91E-05,villa tengah kota jogja fasilitas private pool,maguwoharjo yogyakarta,18 menit malioboro sembah baru villa modern minimal tropis rancang untuk,rumah dekat akses transportasi dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1506196/2024-08-05-07-53-29-b4022735-1ccf-4bfa-b075-eb55173e1f1b.jpg,https://www.rumah123.com/properti/sleman/hos17774036/
Villa di Pusat Kota Jogja Dekat Mall Amplaz,"Mlati, Sleman",362000000,2,1,1,32,45,0.000328655,0.010204082,0,0,2.58E-05,3.76E-05,villa pusat kota jogja dekat mall amplaz,mlati sleman,villa estetik lengkap private pool lingkung hangat asri dekat pusat kota,rumah dekat pusat belanja dekat sekolah dekat fasilitas sehat,https://picture.rumah123.com/r123-images/720x420-crop/customer/1506196/ab271caba8d2340b7bc3b278a9a7f681.jpg,https://www.rumah123.com/properti/sleman/hos18016454/
Rumah Mezzanine Full Furnished Kampus Ugm,"Condong Catur, Sleman",199000000,1,1,1,20,28,0.00016483,0,0,0,1.58E-05,2.31E-05,rumah mezzanine full furnished kampus ugm,condong catur sleman,huni mezzanine cocok jadi huni atau sewa kost eksklusive luas bangun,rumah full furnished dekat sekolah dekat fasilitas sehat,https://picture.rumah123.com/r123-images/720x420-crop/customer/1506196/17f0242728b252dc3148bd554a498756.jpg,https://www.rumah123.com/properti/sleman/hos18524824/
Hunian Mewah Private Pool di Maguwoharjo Yogyakarta,"Maguwoharjo, Yogyakarta",1.22E+11,3,2,2,81,120,0.122582201,0.020408163,0.005319149,0.034482759,6.67E-05,0.000101709,huni mewah private pool maguwoharjo yogyakarta,maguwoharjo yogyakarta,rumah mewah 2 lantai private pool luas bangun type 120 luas tanah 81m2 3 kamar tidur 2 kamar,rumah dekat pusat belanja dekat sekolah dekat fasilitas sehat,https://picture.rumah123.com/r123-images/720x420-crop/customer/1506196/d6e49755615261fbdc28933ea0504885.jpg,https://www.rumah123.com/properti/sleman/hos17810970/
Rumah Dijual di Jl Kaliurang Dekat Kopi Klotok,"Mlati, Sleman",332000000,1,1,1,59,93,0.000298503,0,0,0,4.83E-05,7.86E-05,rumah jual jl kaliurang dekat kopi klotok,mlati sleman,huni privatepool furnished fasilitas bedroom bathroom private pool pantry,rumah full furnished dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1506196/0b5cb7aee2bfa246a8f5ade72469a70b.jpg,https://www.rumah123.com/properti/bantul/hos17976517/
Villa New Private Pool di Dekat Pusat Kota Jogja,"Depok, Sleman",359000000,1,1,1,39,35,0.00032564,0,0,0,3.17E-05,2.91E-05,villa new private pool dekat pusat kota jogja,depok sleman,18 menit malioboro sembah baru villa modern minimal tropis rancang untuk,rumah dekat akses transportasi dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1506196/2024-05-27-23-35-20-e6d73954-297b-4318-b69f-a97ca3036715.jpg,https://www.rumah123.com/properti/sleman/hos17213239/
Villa Furnished 2 Lantai di Pusat Kota Jogja,"Kalasan, Sleman",360000000,2,1,1,32,45,0.000326645,0.010204082,0,0,2.58E-05,3.76E-05,villa furnished 2 lantai pusat kota jogja,kalas sleman,villa estetik lengkap private pool lingkung hangat asri dekat pusat kota,rumah full furnished dekat sekolah dekat fasilitas sehat,https://picture.rumah123.com/r123-images/720x420-crop/customer/1506196/2024-06-11-01-03-01-7366398b-119b-4f29-8863-a77856ecf210.jpg,https://www.rumah123.com/properti/sleman/hos17325025/
Rumah Private Pool Murah Dekat Exit Tol Jogja,"Maguwoharjo, Yogyakarta",360000000,2,1,1,32,45,0.000326645,0.010204082,0,0,2.58E-05,3.76E-05,rumah private pool murah dekat exit tol jogja,maguwoharjo yogyakarta,villa estetik lengkap private pool lingkung hangat asri dekat pusat kota,rumah dekat akses transportasi dekat sekolah dekat fasilitas sehat,https://picture.rumah123.com/r123-images/720x420-crop/customer/1506196/b9890b381dc445c78f999957da302457.jpg,https://www.rumah123.com/properti/sleman/hos18267966/
Rumah Furnished Dekat Mall Ambarukmo Plaza Jogja,"Depok, Sleman",359000000,1,1,1,39,35,0.00032564,0,0,0,3.17E-05,2.91E-05,rumah furnished dekat mall ambarukmo plaza jogja,depok sleman,18 menit malioboro sembah baru villa modern minimal tropis rancang untuk,rumah full furnished dekat akses transportasi dekat pusat belanja,https://picture.rumah123.com/r123-images/720x420-crop/customer/1506196/2024-08-03-04-38-46-da01faf5-857c-430a-ac4a-8f355dc2e26f.jpg,https://www.rumah123.com/properti/sleman/hos17761163/
Villa Eksklusif Mezzanine di Dekat Ugm Jogja,"Maguwoharjo, Yogyakarta",200000000,1,1,1,20,28,0.000165835,0,0,0,1.58E-05,2.31E-05,villa eksklusif mezzanine dekat ugm jogja,maguwoharjo yogyakarta,huni mezzanine cocok jadi huni atau sewa kost eksklusive luas bangun,rumah dekat sekolah dekat fasilitas sehat dekat tempat wisata,https://picture.rumah123.com/r123-images/720x420-crop/customer/1506196/e2b54d2d49ca3ad5fcc52cc7ecf55fc7.jpg,https://www.rumah123.com/properti/sleman/hos17953183/
Villa Private Pool di Kawasan Wisata Jogja,"Kaliurang, Yogyakarta",332000000,1,1,1,45,45,0.000298503,0,0,0,3.67E-05,3.76E-05,villa private pool kawasan wisata jogja,kaliurang yogyakarta,villa privatepool furnished view gunung rapi tipe 45 lt 45m2 lb 45m2 info detail hubung kontak,rumah full furnished dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1506196/376b3faa95ace2c6e4fa30607a7326d3.jpg,https://www.rumah123.com/properti/sleman/hos18106138/
Jual Villa di Sleman Dekat Kawasan Wisata di Jogja,"Kaliurang, Yogyakarta",550000000,2,1,1,59,93,0.000517606,0.010204082,0,0,4.83E-05,7.86E-05,jual villa sleman dekat kawasan wisata jogja,kaliurang yogyakarta,resort tropis hangat lengkap private pool padu nuansa desa tenang,rumah dekat sekolah dekat tempat ibadah dekat landmark,https://picture.rumah123.com/r123-images/720x420-crop/customer/1506196/dff3a60305fe8c65d063efa196ff24d2.jpg,https://www.rumah123.com/properti/bantul/hos15700106/
Rumah 2 Lantai di Purwomartani Sleman Jogja,"Kalasan, Sleman",359000000,2,1,1,32,45,0.00032564,0.010204082,0,0,2.58E-05,3.76E-05,rumah 2 lantai purwomartani sleman jogja,kalas sleman,villa estetik lengkap private pool lingkung hangat asri dekat pusat kota,rumah dekat sekolah dekat fasilitas sehat dekat tempat wisata,https://picture.rumah123.com/r123-images/720x420-crop/customer/1506196/3eaf62a30b670da530d1a2656f7ffa20.jpg,https://www.rumah123.com/properti/sleman/hos17254236/
Hunian Modern di Maguwoharjo Dekat Stadion,"Condong Catur, Sleman",950000000,2,1,1,81,53,0.00091963,0.010204082,0,0,6.67E-05,4.44E-05,huni modern maguwoharjo dekat stadion,condong catur sleman,rumah mewah 1 lantai maguwoharjo sleman luas bangun type 53 luas tanah 81m2 2 kamar tidur 1,rumah,https://picture.rumah123.com/r123-images/720x420-crop/customer/831061/0b8afe64e2d9f548e4f47207068230d1.jpg,https://www.rumah123.com/properti/sleman/hos18150440/
Hunian Mezzanine Full Furnished Dekat Kampus UPN Yogyakarta,"Maguwoharjo, Yogyakarta",199000000,1,1,1,20,28,0.00016483,0,0,0,1.58E-05,2.31E-05,huni mezzanine full furnished dekat kampus upn yogyakarta,maguwoharjo yogyakarta,huni mezzanine cocok jadi huni atau sewa kost eksklusive luas bangun,rumah full furnished dekat sekolah dekat fasilitas sehat,https://picture.rumah123.com/r123-images/720x420-crop/customer/2109277/cf9666cfc55615007e660d43266b579d.jpg,https://www.rumah123.com/properti/sleman/hos18646367/
Rumah Mezzanine dekat Kampus Amikom Yogyakarta,"Maguwoharjo, Yogyakarta",199000000,1,1,1,20,28,0.00016483,0,0,0,1.58E-05,2.31E-05,rumah mezzanine dekat kampus amikom yogyakarta,maguwoharjo yogyakarta,rumah minimal modern mezzanine dekat kampus amikom yogyakarta sangat cocok jadi pilih,rumah dekat sekolah dekat fasilitas sehat dekat tempat wisata,https://picture.rumah123.com/r123-images/720x420-crop/customer/1968845/6ef0e477c68232211d1ef1e68d8ecba4.jpg,https://www.rumah123.com/properti/yogyakarta/hos18387321/
